id,track_name,artist_name,genre,year,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness
12144,Lorenzo,Lorenzo,Hip-Hop,2023,0.617,0.61,0.514,155.017,0.849,0.0,0.106,0.419
12145,Amy Winehouse,Lorenzo,Pop,2023,0.821,0.902,0.735,132.05,0.0344,2.43e-05,0.0978,0.0485
12146,Fume à fond,Lorenzo,Hip-Hop,2023,0.833,0.629,0.767,75.031,0.471,0.0,0.0986,0.404
12147,Arrêter le temps,Lorenzo,Hip-Hop,2023,0.838,0.597,0.821,137.016,0.627,0.0,0.127,0.226
12148,Charizard,Lorenzo,Hip-Hop,2023,0.827,0.86,0.33,114.999,0.111,2.01e-06,0.191,0.223
12149,Honoré,Lorenzo,Hip-Hop,2023,0.906,0.697,0.868,97.99,0.381,0.0,0.32,0.253
12150,Sleigh Ride,The Ronettes,Pop,2023,0.529,0.772,0.853,91.751,0.403,2.21e-06,0.316,0.0287
12151,Frosty the Snowman,The Ronettes,Rock,2023,0.382,0.879,0.559,143.741,0.228,0.0,0.408,0.0642
12152,Be My Baby,The Ronettes,Rock,2023,0.512,0.771,0.803,129.639,0.168,0.0,0.0895,0.0402
12153,I Saw Mommy Kissing Santa Claus,The Ronettes,Pop,2023,0.311,0.664,0.356,146.292,0.189,7.34e-06,0.129,0.0377
12154,"Baby, I Love You",The Ronettes,Rock,2023,0.545,0.802,0.841,115.668,0.205,1.07e-05,0.0854,0.0353
12155,Silent Night,The Ronettes,Folk,2023,0.181,0.325,0.313,153.421,0.863,0.0929,0.107,0.0339
12156,Chapel Of Love,The Ronettes,Pop,2023,0.628,0.804,0.8,115.575,0.48,0.0,0.398,0.0449
12157,Do I Love You?,The Ronettes,Pop,2023,0.467,0.714,0.364,144.915,0.498,0.0034,0.046,0.0399
12158,"You Came, You Saw, You Conquered",The Ronettes,Pop,2023,0.407,0.783,0.672,135.981,0.386,0.0115,0.51,0.0614
12159,Walking In the Rain,The Ronettes,Pop,2023,0.5,0.655,0.41,107.75,0.386,0.0,0.0915,0.0308
12160,Naive,The Kooks,Rock,2023,0.547,0.816,0.722,102.765,0.0688,0.0,0.127,0.0624
12161,She Moves In Her Own Way,The Kooks,Rock,2023,0.431,0.81,0.795,76.412,0.276,0.0,0.0906,0.066
12162,Seaside,The Kooks,R&B,2023,0.616,0.41,0.324,129.498,0.732,0.0,0.123,0.0413
12163,Junk Of The Heart (Happy),The Kooks,Pop,2023,0.604,0.894,0.901,145.017,0.0212,0.0,0.0299,0.037
12164,Ooh La,The Kooks,Rock,2023,0.543,0.873,0.786,150.891,0.0165,9.45e-05,0.15,0.0803
12165,Bad Habit,The Kooks,Pop,2023,0.733,0.882,0.854,123.071,0.051,9.92e-06,0.131,0.0389
12166,Taking Pictures Of You,The Kooks,Pop,2023,0.66,0.522,0.524,135.825,0.196,0.0,0.356,0.0323
12167,Always Where I Need To Be,The Kooks,Rock,2023,0.331,0.961,0.882,168.355,0.000146,0.0,0.322,0.0663
12168,Sweet Emotion,The Kooks,Pop,2023,0.764,0.829,0.606,98.02,0.0459,0.000184,0.104,0.0711
12169,Oasis,The Kooks,Pop,2023,0.753,0.832,0.964,110.006,0.0148,0.000337,0.0278,0.0375
12170,Keskin,Cem Adrian,Pop,2023,0.59,0.631,0.411,124.95,0.013,0.0,0.464,0.0391
12171,Kül,Cem Adrian,Folk,2023,0.33,0.439,0.21,175.676,0.625,0.000368,0.177,0.041
12172,Bana Unutmay? Anlat,Cem Adrian,Rock,2023,0.551,0.724,0.427,95.025,0.212,0.0,0.129,0.0622
12173,Sen Benim ?ark?lar?ms?n,Cem Adrian,R&B,2023,0.553,0.38,0.359,97.01,0.721,0.0,0.119,0.0473
12174,Viran,Cem Adrian,Pop,2023,0.523,0.574,0.208,110.003,0.0379,2.19e-05,0.15,0.0351
12175,Derinlerde,Cem Adrian,R&B,2023,0.501,0.432,0.249,127.956,0.44,0.00534,0.137,0.0297
12176,Ben Sana Veda Edemem,Cem Adrian,Folk,2023,0.457,0.522,0.197,129.532,0.709,0.000239,0.107,0.0542
12177,Beni Hat?rlad?n m?,Cem Adrian,R&B,2023,0.567,0.28,0.26,107.849,0.649,0.0,0.112,0.0281
12178,Ben Seni Çok Sevdim,Cem Adrian,Folk,2023,0.322,0.389,0.287,81.397,0.863,0.0,0.1,0.0422
12179,Herkes Gider Mi,Cem Adrian,Hip-Hop,2023,0.637,0.497,0.211,73.986,0.544,0.0,0.0745,0.233
12180,96 - Tausendundein Tor! - Teil 01,Teufelskicker,Rock,2023,0.582,0.762,0.668,165.819,0.277,0.0,0.359,0.686
12181,96 - Tausendundein Tor! - Teil 02,Teufelskicker,Hip-Hop,2023,0.613,0.775,0.536,158.124,0.46,0.0,0.378,0.912
12182,96 - Tausendundein Tor! - Teil 03,Teufelskicker,Hip-Hop,2023,0.773,0.679,0.804,61.79,0.435,0.0,0.302,0.875
12183,96 - Tausendundein Tor! - Teil 08,Teufelskicker,Pop,2023,0.475,0.901,0.464,78.865,0.873,0.0,0.96,0.94
12184,96 - Tausendundein Tor! - Teil 05,Teufelskicker,Hip-Hop,2023,0.606,0.761,0.681,61.647,0.209,0.0,0.328,0.852
12185,96 - Tausendundein Tor! - Teil 04,Teufelskicker,Hip-Hop,2023,0.692,0.7,0.74,138.481,0.218,0.0,0.133,0.629
12186,96 - Tausendundein Tor! - Teil 06,Teufelskicker,Pop,2023,0.584,0.735,0.754,99.675,0.636,0.0,0.19,0.705
12187,96 - Tausendundein Tor! - Teil 07,Teufelskicker,Hip-Hop,2023,0.606,0.914,0.4,129.124,0.58,0.0,0.879,0.882
12188,96 - Tausendundein Tor! - Teil 09,Teufelskicker,Pop,2023,0.536,0.791,0.725,74.253,0.672,0.0,0.442,0.531
12189,96 - Tausendundein Tor! - Teil 10,Teufelskicker,Pop,2023,0.51,0.691,0.744,70.875,0.32,0.0,0.46,0.6
12190,Carol Of The Bells,Lindsey Stirling,Pop,2023,0.227,0.66,0.27,167.956,0.0274,0.000538,0.0787,0.0759
12191,"You’re A Mean One, Mr. Grinch",Lindsey Stirling,Pop,2023,0.567,0.695,0.424,107.934,0.134,0.0,0.177,0.0559
12192,Radioactive,Lindsey Stirling,R&B,2023,0.505,0.594,0.464,135.007,0.49,0.0,0.298,0.0695
12193,Underground,Lindsey Stirling,Rock,2023,0.521,0.842,0.142,93.984,0.000891,0.0234,0.0445,0.0472
12194,Shatter Me Featuring Lzzy Hale,Lindsey Stirling,Rock,2023,0.483,0.947,0.347,144.948,0.000742,0.0,0.14,0.0594
12195,Roundtable Rival,Lindsey Stirling,Rock,2023,0.498,0.877,0.619,128.069,0.00266,0.25,0.411,0.0597
12196,Christmas C’mon,Lindsey Stirling,Rock,2023,0.495,0.75,0.507,158.124,0.0976,0.0,0.0847,0.0666
12197,Lose You Now,Lindsey Stirling,Pop,2023,0.394,0.601,0.334,144.994,0.0958,0.0,0.176,0.0386
12198,Crystallize,Lindsey Stirling,Pop,2023,0.44,0.623,0.0563,140.006,0.000856,0.0586,0.103,0.0316
12199,Dance Of The Sugar Plum Fairy,Lindsey Stirling,Pop,2023,0.59,0.654,0.21,139.868,0.0513,0.0339,0.052,0.0442
12200,Love U,Westside Gunn,Rock,2023,0.348,0.725,0.643,143.712,0.000865,0.00957,0.168,0.0813
12201,Whoopy,Westside Gunn,Pop,2023,0.416,0.472,0.494,135.308,0.308,0.000284,0.132,0.11
12202,"327 (feat. Tyler, The Creator & Billie Essco)",Westside Gunn,Pop,2023,0.42,0.701,0.671,79.716,0.832,0.0,0.103,0.339
12203,"The Fly who couldn't Fly straight (feat. Tyler, The Creator)",Westside Gunn,Pop,2023,0.46,0.825,0.515,81.342,0.451,0.0,0.0865,0.296
12204,Shootouts In Soho (feat. A$AP Rocky & Stove God Cooks),Westside Gunn,Hip-Hop,2023,0.61,0.687,0.441,82.489,0.659,1.14e-06,0.174,0.262
12205,Brand New 911,Westside Gunn,Rock,2023,0.483,0.878,0.716,139.605,0.00491,0.0,0.231,0.158
12206,FlyGod Jr (feat. DJ Drama),Westside Gunn,Hip-Hop,2023,0.762,0.541,0.43,140.059,0.0198,0.0,0.265,0.458
12207,No Vacancy,Westside Gunn,Pop,2023,0.519,0.706,0.61,135.831,0.605,0.0,0.175,0.214
12208,Dudley Boyz (feat. Action Bronson),Westside Gunn,Pop,2023,0.393,0.745,0.436,126.889,0.398,0.0,0.261,0.0596
12209,Peppas (feat. Black Star),Westside Gunn,Rock,2023,0.526,0.927,0.677,89.97,0.0635,0.0,0.78,0.236
12210,Du bist Boss,Kollegah,Pop,2023,0.535,0.674,0.276,90.998,0.079,0.0,0.173,0.326
12211,John Gotti,Kollegah,Hip-Hop,2023,0.693,0.776,0.194,89.995,0.0621,0.00215,0.19,0.226
12212,EINFACH AUF DIE FRESSE,Kollegah,Hip-Hop,2023,0.636,0.721,0.679,95.946,0.207,0.0,0.0844,0.275
12213,MONOPOL,Kollegah,Hip-Hop,2023,0.792,0.696,0.546,97.077,0.184,0.000104,0.134,0.302
12214,BLUTMOND,Kollegah,Hip-Hop,2023,0.744,0.723,0.775,167.97,0.253,1.4e-05,0.366,0.295
12215,Infinitum,Kollegah,Hip-Hop,2023,0.608,0.652,0.587,95.144,0.293,0.0,0.0985,0.17
12216,IMMERNOCH,Kollegah,R&B,2023,0.58,0.68,0.739,143.889,0.469,2.37e-06,0.28,0.088
12217,Alpha,Kollegah,Rock,2023,0.501,0.748,0.278,92.494,0.0511,0.0,0.114,0.353
12218,Ave Maria,Kollegah,Hip-Hop,2023,0.676,0.658,0.187,146.157,0.0534,0.0,0.553,0.32
12219,Sturmmaske auf (Intro),Kollegah,Rock,2023,0.422,0.722,0.392,91.762,0.0984,0.0,0.117,0.392
12220,Vaa Vaathi,Shweta Mohan,R&B,2023,0.582,0.504,0.428,90.899,0.355,0.0,0.86,0.05
12221,Nee Paartha Vizhigal - The Touch of Love,Shweta Mohan,R&B,2023,0.665,0.596,0.644,110.055,0.293,3.67e-05,0.247,0.0278
12222,Innum Konjam Naeram,Shweta Mohan,R&B,2023,0.647,0.389,0.436,134.976,0.509,7.8e-06,0.103,0.0336
12223,Mastaaru Mastaaru,Shweta Mohan,R&B,2023,0.594,0.534,0.364,91.082,0.385,0.0,0.877,0.0428
12224,"Enna Solla (From ""Thangamagan"") - The New Life of Tamizh",Shweta Mohan,R&B,2023,0.621,0.515,0.657,109.891,0.616,0.000137,0.11,0.0453
12225,Emannavoo,Shweta Mohan,Pop,2023,0.457,0.542,0.652,109.973,0.408,0.0,0.127,0.0575
12226,Sirukki Vaasam,Shweta Mohan,R&B,2023,0.571,0.544,0.375,129.869,0.502,0.0,0.0617,0.0507
12227,Etho Mazhayil,Shweta Mohan,Folk,2023,0.427,0.399,0.337,169.749,0.766,1.12e-06,0.102,0.0327
12228,"Maya Nadhi - From ""Kabali""",Shweta Mohan,R&B,2023,0.684,0.306,0.404,135.857,0.715,0.00364,0.0907,0.0415
12229,Pileche,Shweta Mohan,R&B,2023,0.567,0.603,0.481,101.005,0.345,0.0,0.252,0.0402
12230,Make Me Feel,Janelle Monáe,Hip-Hop,2023,0.859,0.413,0.697,115.035,0.132,0.0,0.334,0.182
12231,I Like That,Janelle Monáe,Pop,2023,0.482,0.453,0.17,134.799,0.0323,0.00243,0.149,0.059
12232,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,Janelle Monáe,Pop,2023,0.641,0.673,0.644,167.978,0.0302,0.000868,0.219,0.0918
12233,Pynk (feat. Grimes),Janelle Monáe,Pop,2023,0.672,0.291,0.417,100.961,0.0375,3.89e-06,0.0925,0.0897
12234,Yoga,Janelle Monáe,Latin,2023,0.74,0.546,0.375,130.028,0.0159,8.41e-05,0.209,0.0498
12235,Primetime (feat. Miguel),Janelle Monáe,Pop,2023,0.667,0.465,0.34,123.883,0.0426,0.00649,0.465,0.0339
12236,What Is Love,Janelle Monáe,Pop,2023,0.666,0.897,0.701,120.064,0.0854,2.72e-06,0.0409,0.114
12237,Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,Pop,2023,0.843,0.433,0.161,106.028,0.0114,8.19e-06,0.123,0.0676
12238,Screwed (feat. Zoë Kravitz),Janelle Monáe,Pop,2023,0.73,0.681,0.446,106.017,0.0441,0.000245,0.27,0.0405
12239,Django Jane,Janelle Monáe,Hip-Hop,2023,0.833,0.624,0.26,101.96,0.49,0.0,0.117,0.325
12240,Infinity 2008 - Klaas Vocal Edit,Klaas,Rock,2023,0.498,0.862,0.47,128.034,0.000313,0.00941,0.352,0.0589
12241,Heart Swipe,Klaas,Pop,2023,0.617,0.866,0.461,130.117,0.0208,0.000224,0.0472,0.106
12242,Mr. Saxobeat,Klaas,Pop,2023,0.638,0.889,0.511,127.012,0.0476,0.0336,0.24,0.127
12243,The Logical Song,Klaas,Electronic,2023,0.612,0.982,0.175,128.122,0.00618,0.433,0.274,0.0496
12244,Into the Groove,Klaas,Pop,2023,0.638,0.849,0.459,124.92,0.00327,6.1e-05,0.215,0.092
12245,Fantasy,Klaas,Pop,2023,0.618,0.898,0.126,134.911,0.00163,4.07e-05,0.868,0.0418
12246,Voyage Voyage,Klaas,Pop,2023,0.62,0.8,0.502,130.015,0.00639,0.000118,0.378,0.0493
12247,1 0 0 1 1,Klaas,Pop,2023,0.606,0.818,0.195,123.823,0.00854,0.0,0.263,0.0553
12248,Look Into My Eyes,Klaas,Rock,2023,0.511,0.861,0.342,140.161,0.00766,1.73e-05,0.111,0.0803
12249,Zombie,Klaas,Pop,2023,0.641,0.841,0.236,119.986,0.00252,0.000437,0.0941,0.0397
12250,Till It's Gone,Yelawolf,Pop,2023,0.523,0.714,0.359,128.968,0.466,0.00359,0.113,0.0683
12251,You and Me,Yelawolf,Pop,2023,0.598,0.448,0.0727,140.97,0.109,0.00105,0.123,0.0342
12252,Best Friend,Yelawolf,Pop,2023,0.75,0.906,0.562,135.96,0.0174,0.0,0.0551,0.0477
12253,Daddy's Lambo,Yelawolf,Latin,2023,0.779,0.725,0.335,131.997,0.0259,0.0,0.0946,0.145
12254,Pop The Trunk,Yelawolf,Pop,2023,0.912,0.673,0.123,120.157,0.0995,0.0,0.103,0.109
12255,Money,Yelawolf,Pop,2023,0.872,0.603,0.359,119.956,0.0958,1.43e-06,0.0608,0.109
12256,Catfish Billy 2,Yelawolf,Pop,2023,0.847,0.806,0.13,123.115,0.0883,3.43e-06,0.157,0.0862
12257,American You,Yelawolf,Pop,2023,0.752,0.754,0.353,82.986,0.186,0.0,0.11,0.133
12258,Catfish Billy,Yelawolf,Pop,2023,0.862,0.627,0.0485,120.001,0.153,0.0,0.366,0.0679
12259,Tennessee Love,Yelawolf,Hip-Hop,2023,0.83,0.608,0.418,119.989,0.699,0.000202,0.177,0.162
12260,Like A G6,Far East Movement,Rock,2023,0.435,0.837,0.778,124.913,0.00676,0.0,0.117,0.449
12261,Rocketeer,Far East Movement,Pop,2023,0.664,0.845,0.357,96.005,0.181,0.0,0.267,0.0461
12262,Live My Life,Far East Movement,Pop,2023,0.683,0.804,0.522,128.007,0.00289,0.0,0.0949,0.0849
12263,Turn Up The Love,Far East Movement,Pop,2023,0.752,0.872,0.677,123.888,0.12,0.0,0.234,0.117
12264,"Freal Luv (feat. Marshmello, Chanyeol & Tinashe)",Far East Movement,Pop,2023,0.645,0.813,0.476,145.027,0.139,1.27e-06,0.211,0.0655
12265,Bang It To The Curb,Far East Movement,Hip-Hop,2023,0.811,0.84,0.517,99.876,0.000492,0.00381,0.0647,0.255
12266,Like A G6 - SkySaw Trap Remix,Far East Movement,Pop,2023,0.641,0.57,0.611,144.985,0.0181,0.0189,0.77,0.15
12267,The Illest,Far East Movement,Pop,2023,0.666,0.716,0.544,142.066,0.0105,1.7e-05,0.122,0.0678
12268,Girls On the Dance Floor,Far East Movement,Pop,2023,0.807,0.728,0.776,119.981,0.00614,1.79e-05,0.144,0.058
12269,Like A G6 - RedOne Remix,Far East Movement,Pop,2023,0.696,0.886,0.825,124.996,0.000114,0.000182,0.309,0.0444
12270,Set Wesley Alemão,Mc Lipi,Hip-Hop,2023,0.689,0.535,0.569,120.105,0.314,0.0,0.0847,0.357
12271,Quebradas,Mc Lipi,Hip-Hop,2023,0.762,0.714,0.558,112.985,0.146,0.0,0.0415,0.219
12272,Deus é Perfeito,Mc Lipi,Hip-Hop,2023,0.799,0.672,0.531,88.119,0.668,1.79e-06,0.0848,0.333
12273,Outro Patamar,Mc Lipi,Hip-Hop,2023,0.837,0.577,0.564,129.944,0.235,0.0,0.0753,0.207
12274,Apontei pro Céu,Mc Lipi,Pop,2023,0.591,0.62,0.546,199.808,0.47,0.0,0.0894,0.262
12275,Anota Aí,Mc Lipi,Hip-Hop,2023,0.773,0.641,0.712,85.117,0.0949,1.08e-06,0.107,0.301
12276,Bem Melhor,Mc Lipi,Pop,2023,0.815,0.706,0.621,120.011,0.0422,0.0,0.256,0.0554
12277,Um Brinde pra Nós,Mc Lipi,Hip-Hop,2023,0.743,0.705,0.26,86.554,0.113,0.0,0.0704,0.296
12278,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo)",Mc Lipi,Hip-Hop,2023,0.906,0.641,0.678,129.987,0.0935,0.0,0.0551,0.308
12279,Lacoste Africa,Mc Lipi,Hip-Hop,2023,0.679,0.42,0.903,106.706,0.133,0.0,0.156,0.175
12280,New Gold (feat. Tame Impala and Bootie Brown),Bootie Brown,Pop,2023,0.695,0.923,0.551,108.014,0.0425,0.0469,0.116,0.0522
12281,Dancin - Laidback Luke Remix,Luvli,Hip-Hop,2023,0.661,0.848,0.358,129.058,0.0762,0.0322,0.106,0.164
12282,Take,Luvli,Pop,2023,0.584,0.609,0.825,92.967,0.739,0.0,0.155,0.164
12283,My Thoughts,Luvli,R&B,2023,0.549,0.407,0.88,181.71,0.623,0.0,0.0997,0.0954
12284,I Can Do Anything,Luvli,Pop,2023,0.355,0.62,0.243,92.927,0.572,0.0,0.107,0.0385
12285,What More,Luvli,Pop,2023,0.62,0.829,0.577,122.019,0.0609,0.0,0.113,0.0467
12286,Digress,Luvli,Pop,2023,0.614,0.739,0.429,98.712,0.0674,0.0,0.466,0.053
12287,So Gone,Luvli,Rock,2023,0.391,0.852,0.336,170.865,0.0463,0.0,0.329,0.463
12288,TwiSted,Luvli,Hip-Hop,2023,0.864,0.411,0.515,114.048,0.238,0.0,0.0831,0.153
12289,Runnin',Luvli,Pop,2023,0.273,0.618,0.256,79.217,0.191,0.0,0.212,0.0448
12290,Baile' ConMigo,Luvli,Hip-Hop,2023,0.763,0.386,0.822,99.963,0.354,0.0,0.223,0.174
12291,The Story,Brandi Carlile,Pop,2023,0.544,0.5,0.177,93.621,0.0325,3.78e-06,0.109,0.026
12292,You and Me On The Rock (feat. Lucius),Brandi Carlile,Pop,2023,0.568,0.686,0.725,172.075,0.15,1.81e-06,0.0881,0.033
12293,Carried Me With You,Brandi Carlile,R&B,2023,0.639,0.666,0.372,98.384,0.271,0.0,0.111,0.0636
12294,Heart's Content,Brandi Carlile,R&B,2023,0.564,0.209,0.402,109.024,0.724,3.99e-05,0.107,0.0317
12295,This Time Tomorrow,Brandi Carlile,R&B,2023,0.606,0.326,0.414,91.626,0.841,0.0,0.139,0.0294
12296,Crowded Table,Brandi Carlile,R&B,2023,0.559,0.562,0.428,132.062,0.203,9.48e-06,0.17,0.0325
12297,Party of One (feat. Sam Smith),Brandi Carlile,Folk,2023,0.354,0.206,0.202,139.056,0.779,0.00021,0.0959,0.0365
12298,The Joke,Brandi Carlile,Pop,2023,0.236,0.578,0.227,75.367,0.327,0.00015,0.206,0.0404
12299,Highwomen,Brandi Carlile,R&B,2023,0.554,0.47,0.346,95.598,0.77,2.6e-06,0.106,0.0548
12300,Raise Hell,Brandi Carlile,Pop,2023,0.652,0.773,0.435,105.946,0.228,7.41e-06,0.0972,0.0457
12301,Seandainya,Vierra,Rock,2023,0.252,0.827,0.477,93.968,0.0836,0.000287,0.219,0.0321
12302,Perih,Vierra,Rock,2023,0.367,0.701,0.499,123.346,0.218,0.00152,0.306,0.0305
12303,Terlalu Lama,Vierra,R&B,2023,0.532,0.57,0.392,150.062,0.336,0.0107,0.115,0.028
12304,Jadi Yang Kuinginkan,Vierra,Rock,2023,0.525,0.869,0.799,141.836,0.189,0.000337,0.0943,0.0365
12305,Rasa Ini,Vierra,R&B,2023,0.58,0.49,0.194,124.986,0.852,2.85e-05,0.402,0.0286
12306,Kesepian,Vierra,R&B,2023,0.601,0.386,0.273,147.928,0.717,0.00487,0.109,0.0252
12307,Bersamamu,Vierra,Folk,2023,0.441,0.242,0.381,140.546,0.958,0.0,0.0979,0.0312
12308,Takut,Vierra,R&B,2023,0.621,0.183,0.45,77.977,0.975,0.000131,0.128,0.0268
12309,Dengarkan Curhatku,Vierra,Pop,2023,0.417,0.849,0.69,179.826,0.373,0.000132,0.104,0.03
12310,Kepergianmu,Vierra,R&B,2023,0.619,0.491,0.356,119.928,0.767,0.0,0.0983,0.0319
12311,Perfect,Ed Sheeran,Pop,2023,0.599,0.448,0.168,95.05,0.163,0.0,0.106,0.0232
12312,Bad Habits,Ed Sheeran,Pop,2023,0.807,0.893,0.537,126.011,0.0451,2.79e-05,0.366,0.0347
12313,Shivers,Ed Sheeran,Pop,2023,0.788,0.859,0.822,141.02,0.281,0.0,0.0424,0.0856
12314,Shape of You,Ed Sheeran,R&B,2023,0.825,0.652,0.931,95.977,0.581,0.0,0.0931,0.0802
12315,Photograph,Ed Sheeran,R&B,2023,0.614,0.379,0.201,107.989,0.607,0.000464,0.0986,0.0476
12316,Celestial,Ed Sheeran,Rock,2023,0.574,0.852,0.501,123.038,0.0529,0.0,0.161,0.0397
12317,Thinking out Loud,Ed Sheeran,R&B,2023,0.781,0.445,0.591,78.998,0.474,0.0,0.184,0.0295
12318,Bam Bam (feat. Ed Sheeran),Ed Sheeran,Pop,2023,0.756,0.697,0.956,94.996,0.182,0.0,0.333,0.0401
12319,For My Hand (feat. Ed Sheeran),Ed Sheeran,Hip-Hop,2023,0.87,0.479,0.717,104.059,0.161,0.000157,0.209,0.165
12320,Happier,Ed Sheeran,R&B,2023,0.522,0.385,0.236,89.792,0.536,0.0,0.135,0.0288
12321,Flowers,Miley Cyrus,Pop,2023,0.707,0.681,0.646,117.999,0.0632,5.15e-06,0.0322,0.0668
12322,Prisoner (feat. Dua Lipa),Miley Cyrus,Pop,2023,0.781,0.67,0.595,127.99,0.0103,0.0,0.0761,0.0452
12323,Party In The U.S.A.,Miley Cyrus,Pop,2023,0.652,0.698,0.47,96.021,0.00112,0.000115,0.0886,0.042
12324,Wrecking Ball,Miley Cyrus,R&B,2023,0.53,0.422,0.349,119.964,0.407,0.0,0.107,0.0342
12325,Angels Like You,Miley Cyrus,Pop,2023,0.672,0.642,0.494,121.981,0.0981,0.0,0.1,0.0313
12326,Midnight Sky,Miley Cyrus,Pop,2023,0.699,0.805,0.232,109.976,0.00161,0.00177,0.249,0.0345
12327,Nothing Breaks Like a Heart (feat. Miley Cyrus),Miley Cyrus,Pop,2023,0.601,0.794,0.244,114.066,0.00987,1.36e-06,0.418,0.0671
12328,We Can't Stop,Miley Cyrus,Pop,2023,0.613,0.622,0.484,80.003,0.00882,0.0,0.37,0.0334
12329,Malibu,Miley Cyrus,Rock,2023,0.573,0.781,0.343,139.934,0.0767,2.64e-05,0.0813,0.0555
12330,WITHOUT YOU (with Miley Cyrus),Miley Cyrus,Pop,2023,0.655,0.469,0.467,92.56,0.173,0.0,0.0956,0.0292
12331,See You Again (feat. Charlie Puth),Wiz Khalifa,R&B,2023,0.689,0.481,0.283,80.025,0.369,1.03e-06,0.0649,0.0815
12332,"Young, Wild & Free (feat. Bruno Mars)",Wiz Khalifa,Pop,2023,0.553,0.652,0.551,94.505,0.0897,0.0,0.111,0.206
12333,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Wiz Khalifa,Rock,2023,0.502,0.786,0.739,169.021,0.255,0.0,0.65,0.317
12334,Black and Yellow,Wiz Khalifa,Pop,2023,0.684,0.834,0.538,164.02,0.0646,0.0,0.271,0.0675
12335,The Thrill,Wiz Khalifa,Pop,2023,0.817,0.775,0.806,126.984,0.277,0.0,0.108,0.108
12336,We Own It (Fast & Furious),Wiz Khalifa,Rock,2023,0.563,0.902,0.559,171.999,0.0545,0.0,0.0524,0.402
12337,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,R&B,2023,0.877,0.477,0.552,127.023,0.307,0.0,0.0929,0.0587
12338,So High (feat. Ghost Loft),Wiz Khalifa,Pop,2023,0.628,0.629,0.3,157.99,0.118,0.0,0.102,0.0485
12339,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Wiz Khalifa,Rock,2023,0.596,0.815,0.459,165.015,0.0111,0.0,0.174,0.0755
12340,No Sleep,Wiz Khalifa,Pop,2023,0.653,0.711,0.769,160.048,0.109,0.0,0.443,0.0623
12341,One Kiss (with Dua Lipa),Calvin Harris,Pop,2023,0.791,0.862,0.592,123.994,0.037,2.19e-05,0.0814,0.11
12342,This Is What You Came For,Calvin Harris,Pop,2023,0.631,0.927,0.465,123.962,0.199,0.119,0.148,0.0332
12343,Summer,Calvin Harris,Rock,2023,0.596,0.856,0.743,127.949,0.0211,0.0178,0.141,0.0346
12344,Feel So Close - Radio Edit,Calvin Harris,Pop,2023,0.707,0.924,0.919,127.937,0.000972,0.00703,0.204,0.031
12345,Outside (feat. Ellie Goulding),Calvin Harris,Pop,2023,0.646,0.823,0.418,128.035,0.213,0.0,0.322,0.0394
12346,I'm Not Here To Make Friends,Calvin Harris,Pop,2023,0.698,0.895,0.838,114.914,0.172,1.45e-05,0.409,0.0628
12347,We Found Love,Calvin Harris,Pop,2023,0.734,0.766,0.6,127.986,0.025,0.00138,0.108,0.0383
12348,My Way,Calvin Harris,Pop,2023,0.818,0.913,0.536,119.986,0.093,3.69e-05,0.161,0.0426
12349,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,Pop,2023,0.893,0.745,0.872,101.018,0.0642,0.0,0.0943,0.0571
12350,How Deep Is Your Love,Calvin Harris,Pop,2023,0.738,0.868,0.336,122.003,0.0392,0.00169,0.388,0.0731
12351,Anti-Hero,Taylor Swift,Pop,2023,0.637,0.643,0.533,97.008,0.13,1.8e-06,0.142,0.0519
12352,Lavender Haze,Taylor Swift,R&B,2023,0.733,0.436,0.0976,96.985,0.258,0.000573,0.157,0.08
12353,Don’t Blame Me,Taylor Swift,Pop,2023,0.615,0.534,0.193,135.917,0.106,1.76e-05,0.0607,0.0386
12354,Midnight Rain,Taylor Swift,R&B,2023,0.643,0.363,0.23,139.865,0.69,5.17e-05,0.115,0.0767
12355,Blank Space,Taylor Swift,Pop,2023,0.753,0.678,0.583,96.006,0.085,1.64e-06,0.13,0.0644
12356,cardigan,Taylor Swift,R&B,2023,0.613,0.581,0.551,130.033,0.537,0.000345,0.25,0.0424
12357,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,R&B,2023,0.663,0.319,0.193,109.957,0.69,0.000993,0.117,0.0375
12358,Lover,Taylor Swift,Pop,2023,0.359,0.543,0.453,68.534,0.492,1.58e-05,0.118,0.0919
12359,"You're On Your Own, Kid",Taylor Swift,R&B,2023,0.696,0.396,0.38,120.041,0.401,5.2e-06,0.125,0.0656
12360,Bejeweled,Taylor Swift,Pop,2023,0.696,0.559,0.433,163.999,0.0618,5.58e-05,0.0887,0.0693
12361,Superhero (Heroes & Villains) [with Future & Chris Brown],Future,Pop,2023,0.526,0.606,0.492,116.622,0.152,2.36e-06,0.194,0.259
