id,track_name,artist_name,genre,year,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness
221,Hit 'Em Up - Single Version,2Pac,Hip-Hop,2023,0.916,0.844,0.586,95.19,0.0394,0.0,0.0778,0.236
222,Ambitionz Az A Ridah,2Pac,Hip-Hop,2023,0.801,0.91,0.805,87.277,0.00239,0.000891,0.0737,0.225
223,California Love - Original Version,2Pac,Pop,2023,0.763,0.85,0.761,91.519,0.0304,1.21e-06,0.371,0.0417
224,All Eyez On Me (ft. Big Syke),2Pac,Hip-Hop,2023,0.872,0.723,0.843,93.279,0.0293,0.0,0.327,0.247
225,Do For Love,2Pac,Hip-Hop,2023,0.874,0.63,0.717,95.0,0.0578,0.00479,0.0582,0.298
226,Changes,2Pac,Pop,2023,0.865,0.665,0.331,111.113,0.0453,0.0,0.224,0.073
227,Dear Mama,2Pac,R&B,2023,0.773,0.54,0.322,84.115,0.371,0.0,0.131,0.103
228,Keep Ya Head Up,2Pac,Rock,2023,0.598,0.732,0.595,172.329,0.144,0.0,0.508,0.425
229,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),2Pac,Pop,2023,0.849,0.904,0.854,99.258,0.0248,5.11e-05,0.0545,0.138
230,Can't C Me,2Pac,Hip-Hop,2023,0.795,0.852,0.673,95.44,0.0442,3.47e-06,0.39,0.178
231,Bad Decisions (with BTS & Snoop Dogg),Snoop Dogg,Pop,2023,0.762,0.861,0.955,120.048,0.0185,0.0,0.264,0.0955
232,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,Pop,2023,0.553,0.652,0.551,94.505,0.0897,0.0,0.111,0.206
233,Drop It Like It's Hot,Snoop Dogg,Hip-Hop,2023,0.888,0.632,0.662,91.979,0.19,0.0,0.101,0.219
234,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Snoop Dogg,Pop,2023,0.723,0.732,0.503,104.991,0.11,0.0,0.484,0.0864
235,From The D 2 The LBC (with Snoop Dogg),Snoop Dogg,Hip-Hop,2023,0.718,0.768,0.591,164.038,0.0988,0.0,0.0957,0.25
236,Sweat - Remix,Snoop Dogg,Pop,2023,0.813,0.732,0.731,130.02,0.0597,0.00137,0.0826,0.03
237,Beautiful,Snoop Dogg,R&B,2023,0.907,0.695,0.961,101.007,0.246,0.0,0.0808,0.135
238,I Wanna Fuck You,Snoop Dogg,Pop,2023,0.861,0.48,0.278,99.972,0.0459,0.0,0.351,0.0512
239,Qué Maldición,Snoop Dogg,Hip-Hop,2023,0.755,0.531,0.683,177.951,0.213,0.0,0.13,0.196
240,Riders On The Storm - Fredwreck Remix,Snoop Dogg,Hip-Hop,2023,0.878,0.786,0.831,101.984,0.416,3.1e-05,0.122,0.152
241,Love Me,Lil Wayne,Pop,2023,0.669,0.634,0.496,124.906,0.0125,0.0,0.0946,0.0327
242,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Rock,2023,0.502,0.786,0.739,169.021,0.255,0.0,0.65,0.317
243,Mirror,Lil Wayne,Pop,2023,0.328,0.622,0.401,74.267,0.858,0.0,0.104,0.0866
244,Forever,Lil Wayne,Rock,2023,0.457,0.906,0.54,104.02,0.249,0.0,0.182,0.342
245,6 Foot 7 Foot,Lil Wayne,Rock,2023,0.364,0.752,0.606,79.119,0.0007,0.0,0.318,0.304
246,Lollipop,Lil Wayne,Pop,2023,0.832,0.43,0.462,148.074,0.0606,0.00323,0.124,0.0826
247,A Milli,Lil Wayne,Hip-Hop,2023,0.663,0.688,0.731,151.589,0.0391,0.00224,0.223,0.283
248,Scared of the Dark (feat. XXXTENTACION),Lil Wayne,Pop,2023,0.443,0.623,0.156,79.365,0.0468,0.0,0.247,0.0718
249,ay! (feat. Lil Wayne),Lil Wayne,Pop,2023,0.742,0.617,0.491,147.002,0.05,5.92e-05,0.0711,0.0345
250,Right Above It,Lil Wayne,Rock,2023,0.376,0.841,0.463,76.052,0.0435,0.0,0.578,0.356
251,Snowman,Sia,R&B,2023,0.716,0.512,0.326,104.957,0.483,0.0,0.0928,0.0331
252,Unstoppable,Sia,Rock,2023,0.468,0.779,0.26,173.799,0.112,0.000373,0.101,0.0779
253,Chandelier,Sia,Rock,2023,0.399,0.787,0.572,117.089,0.0197,6.07e-05,0.0685,0.0499
254,Dusk Till Dawn (feat. Sia) - Radio Edit,Sia,Pop,2023,0.259,0.437,0.0951,180.042,0.102,1.32e-06,0.106,0.0386
255,Cheap Thrills,Sia,Pop,2023,0.628,0.698,0.732,89.976,0.0472,0.00143,0.0907,0.105
256,"Genius (feat. Sia, Diplo, and Labrinth)",Sia,Hip-Hop,2023,0.603,0.615,0.561,158.657,0.0799,6.72e-05,0.117,0.165
257,Elastic Heart,Sia,Rock,2023,0.421,0.791,0.499,130.075,0.0117,1.48e-05,0.146,0.0496
258,Unstoppable - R3HAB Remix,Sia,Hip-Hop,2023,0.678,0.744,0.433,101.987,0.495,2.35e-05,0.0631,0.234
259,Del Mar,Sia,Pop,2023,0.759,0.636,0.536,109.976,0.0224,0.000143,0.166,0.0369
260,Santa's Coming for Us,Sia,Rock,2023,0.547,0.814,0.724,92.986,0.0215,0.0,0.0475,0.12
261,Dreams - 2004 Remaster,Fleetwood Mac,Pop,2023,0.828,0.492,0.789,120.151,0.0644,0.00428,0.128,0.0276
262,The Chain - 2004 Remaster,Fleetwood Mac,Pop,2023,0.545,0.67,0.481,151.553,0.009,0.000822,0.0451,0.0496
263,Everywhere - 2017 Remaster,Fleetwood Mac,R&B,2023,0.73,0.487,0.731,114.965,0.258,0.01,0.0852,0.0303
264,Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rock,2023,0.583,0.947,0.803,135.448,0.0185,0.00109,0.0679,0.0378
265,Landslide,Fleetwood Mac,Folk,2023,0.414,0.161,0.423,159.375,0.883,0.000223,0.117,0.0318
266,Don't Stop - 2004 Remaster,Fleetwood Mac,Pop,2023,0.671,0.71,0.834,118.745,0.0393,1.12e-05,0.0387,0.0356
267,Little Lies - 2017 Remaster,Fleetwood Mac,R&B,2023,0.64,0.649,0.865,124.825,0.216,8.3e-05,0.0551,0.0264
268,Rhiannon,Fleetwood Mac,Pop,2023,0.723,0.49,0.795,129.012,0.111,0.0946,0.0923,0.0296
269,Gypsy,Fleetwood Mac,Pop,2023,0.622,0.54,0.847,130.879,0.017,0.00771,0.265,0.0261
270,Never Going Back Again - 2004 Remaster,Fleetwood Mac,R&B,2023,0.654,0.336,0.947,176.083,0.858,0.385,0.0786,0.0379
271,Dancing Queen,ABBA,Pop,2023,0.543,0.87,0.754,100.804,0.358,0.000939,0.792,0.0428
272,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Pop,2023,0.749,0.491,0.536,119.528,0.02,0.00899,0.159,0.0403
273,Mamma Mia,ABBA,Pop,2023,0.749,0.748,0.827,137.547,0.295,0.000443,0.469,0.0323
274,Angeleyes,ABBA,Pop,2023,0.719,0.922,0.964,133.113,0.523,0.000163,0.0867,0.0338
275,The Winner Takes It All,ABBA,Pop,2023,0.454,0.788,0.52,126.15,0.574,0.000766,0.0859,0.0371
276,Take A Chance On Me,ABBA,Pop,2023,0.684,0.675,0.924,107.064,0.163,0.0,0.242,0.0257
277,Lay All Your Love On Me,ABBA,Pop,2023,0.678,0.727,0.71,133.481,0.117,0.00396,0.354,0.0258
278,Waterloo,ABBA,Pop,2023,0.445,0.949,0.653,147.604,0.395,8.18e-06,0.0902,0.0471
279,Chiquitita,ABBA,Folk,2023,0.5,0.554,0.372,84.229,0.734,3.72e-06,0.312,0.0354
280,Super Trouper,ABBA,R&B,2023,0.764,0.626,0.961,118.34,0.457,6.35e-06,0.201,0.0288
281,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,R&B,2023,0.652,0.259,0.836,142.169,0.903,0.0,0.362,0.0595
282,Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,Folk,2023,0.262,0.137,0.288,92.183,0.913,6.74e-06,0.267,0.0344
283,Jingle Bells - Remastered 1999,Frank Sinatra,R&B,2023,0.512,0.339,0.951,174.609,0.727,0.0,0.0977,0.0498
284,My Way,Frank Sinatra,Folk,2023,0.401,0.381,0.229,75.454,0.7,0.0,0.122,0.0274
285,Somethin' Stupid,Frank Sinatra,Folk,2023,0.257,0.338,0.544,207.356,0.736,0.0,0.252,0.0357
286,Santa Claus Is Comin' to Town,Frank Sinatra,R&B,2023,0.646,0.204,0.688,140.281,0.826,0.0,0.312,0.0565
287,Fly Me To The Moon (In Other Words),Frank Sinatra,R&B,2023,0.668,0.26,0.368,119.416,0.453,0.0,0.0621,0.0523
288,Strangers In The Night,Frank Sinatra,Folk,2023,0.259,0.473,0.539,90.348,0.592,0.0,0.201,0.0295
289,That's Life,Frank Sinatra,R&B,2023,0.56,0.434,0.664,112.803,0.55,0.0,0.346,0.0729
290,Silent Night - 1999 Remaster,Frank Sinatra,Folk,2023,0.252,0.118,0.14,87.575,0.945,6.2e-05,0.117,0.0328
291,10:35,Tiësto,Pop,2023,0.696,0.793,0.698,120.003,0.0683,3.78e-06,0.18,0.097
292,The Motto,Tiësto,Pop,2023,0.754,0.763,0.464,117.953,0.0301,2.23e-05,0.0901,0.0435
293,Don't Be Shy,Tiësto,Pop,2023,0.77,0.787,0.513,119.986,0.198,0.0,0.262,0.0583
294,Lay Low,Tiësto,Rock,2023,0.534,0.855,0.42,122.06,0.0607,0.000263,0.346,0.183
295,The Business,Tiësto,Hip-Hop,2023,0.798,0.62,0.235,120.031,0.414,0.0192,0.112,0.232
296,Hot In It,Tiësto,Hip-Hop,2023,0.748,0.841,0.717,123.045,0.00445,1.33e-06,0.0413,0.177
297,Pump It Louder,Tiësto,Hip-Hop,2023,0.66,0.942,0.543,126.017,0.00789,1.76e-05,0.834,0.185
298,Another Love - Tiësto Remix,Tiësto,Pop,2023,0.79,0.764,0.473,123.046,0.0836,0.0871,0.132,0.0737
299,Baila Conmigo,Tiësto,Electronic,2023,0.652,0.855,0.0834,127.964,0.00658,0.409,0.341,0.0775
300,Jackie Chan,Tiësto,Pop,2023,0.747,0.833,0.687,128.008,0.374,0.0,0.0586,0.045
301,Cold Heart - PNAU Remix,Elton John,Pop,2023,0.795,0.8,0.934,116.032,0.0354,7.25e-05,0.0915,0.0309
302,I'm Still Standing,Elton John,Pop,2023,0.504,0.904,0.772,176.808,0.356,0.121,0.14,0.179
303,Hold Me Closer,Elton John,Pop,2023,0.658,0.783,0.491,126.027,0.0798,0.00018,0.187,0.113
304,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,R&B,2023,0.601,0.532,0.341,136.571,0.432,6.25e-06,0.0925,0.0286
305,Your Song,Elton John,R&B,2023,0.554,0.315,0.325,128.157,0.828,5.53e-06,0.101,0.0298
306,Don't Go Breaking My Heart,Elton John,Pop,2023,0.729,0.844,0.777,131.459,0.149,2.87e-06,0.0604,0.0344
307,Tiny Dancer,Elton John,Pop,2023,0.414,0.428,0.282,145.075,0.382,0.000243,0.148,0.0278
308,Step Into Christmas,Elton John,Rock,2023,0.526,0.925,0.819,140.308,0.102,8.9e-06,0.305,0.0363
309,Goodbye Yellow Brick Road - Remastered 2014,Elton John,R&B,2023,0.559,0.473,0.397,121.227,0.446,0.00141,0.154,0.0279
310,Merry Christmas,Elton John,Rock,2023,0.594,0.935,0.602,113.99,0.243,2.36e-06,0.102,0.0357
311,Ni**as In Paris,JAY-Z,Hip-Hop,2023,0.789,0.858,0.775,140.022,0.127,0.0,0.349,0.311
312,Empire State Of Mind,JAY-Z,Rock,2023,0.491,0.956,0.811,173.585,0.0295,0.0,0.46,0.392
313,Numb / Encore,JAY-Z,Hip-Hop,2023,0.687,0.793,0.751,107.045,0.0603,0.0,0.582,0.166
314,Run This Town,JAY-Z,Hip-Hop,2023,0.632,0.924,0.441,86.844,0.281,0.0,0.263,0.29
315,No Church In The Wild,JAY-Z,Pop,2023,0.654,0.75,0.557,92.78,0.246,0.0178,0.167,0.105
316,04:44,JAY-Z,Rock,2023,0.261,0.852,0.431,177.997,0.139,4.26e-05,0.477,0.158
317,03' Bonnie & Clyde,JAY-Z,Hip-Hop,2023,0.759,0.678,0.327,89.64,0.23,0.0,0.15,0.314
318,Otis,JAY-Z,Hip-Hop,2023,0.754,0.631,0.432,94.577,0.552,0.0,0.5,0.307
319,Gotta Have It,JAY-Z,Hip-Hop,2023,0.74,0.574,0.33,149.762,0.411,0.0,0.262,0.245
320,Love All (with JAY-Z),JAY-Z,Hip-Hop,2023,0.73,0.576,0.155,92.131,0.354,3.59e-05,0.15,0.287
321,Creepin' (with The Weeknd & 21 Savage),21 Savage,R&B,2023,0.715,0.62,0.172,97.95,0.417,0.0,0.0822,0.0484
322,Rich Flex,21 Savage,Pop,2023,0.561,0.52,0.424,153.15,0.0503,1.86e-06,0.355,0.244
323,Jimmy Cooks (feat. 21 Savage),21 Savage,Pop,2023,0.529,0.673,0.366,165.921,0.000307,2.41e-06,0.093,0.175
324,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],21 Savage,Hip-Hop,2023,0.671,0.658,0.257,87.933,0.189,8.66e-05,0.147,0.309
325,Pussy & Millions (feat. Travis Scott),21 Savage,Pop,2023,0.749,0.63,0.445,122.03,0.0623,0.0,0.353,0.116
326,Glock In My Lap,21 Savage,Hip-Hop,2023,0.847,0.733,0.202,130.029,0.00574,1.04e-05,0.151,0.16
327,On BS,21 Savage,Hip-Hop,2023,0.841,0.358,0.329,158.014,0.0201,0.0,0.39,0.591
328,Major Distribution,21 Savage,Hip-Hop,2023,0.908,0.546,0.225,131.016,0.0127,0.0,0.0707,0.323
329,Spin Bout U,21 Savage,Pop,2023,0.773,0.701,0.203,129.963,0.01,0.0,0.163,0.0512
330,Knife Talk (with 21 Savage ft. Project Pat),21 Savage,Hip-Hop,2023,0.849,0.424,0.153,145.887,0.0635,0.0,0.0834,0.324
331,Bound 2,Kanye West,Pop,2023,0.367,0.665,0.31,148.913,0.145,0.0,0.113,0.0465
332,Heartless,Kanye West,Pop,2023,0.79,0.647,0.654,87.999,0.0515,0.0,0.248,0.136
333,Flashing Lights,Kanye West,Pop,2023,0.639,0.628,0.43,90.482,0.0381,0.0,0.386,0.0399
334,Ni**as In Paris,Kanye West,Hip-Hop,2023,0.789,0.858,0.775,140.022,0.127,0.0,0.349,0.311
335,Father Stretch My Hands Pt. 1,Kanye West,Pop,2023,0.724,0.573,0.438,113.088,0.118,0.0,0.538,0.0549
336,Stronger,Kanye West,Hip-Hop,2023,0.617,0.717,0.49,103.992,0.00564,0.0,0.408,0.153
337,I Wonder,Kanye West,Pop,2023,0.542,0.466,0.124,191.385,0.141,0.000445,0.125,0.0831
338,Violent Crimes,Kanye West,Hip-Hop,2023,0.669,0.419,0.0397,109.813,0.376,0.0,0.187,0.522
339,Homecoming,Kanye West,Hip-Hop,2023,0.667,0.747,0.918,86.917,0.337,0.0,0.115,0.189
340,Gold Digger,Kanye West,Hip-Hop,2023,0.629,0.696,0.623,93.034,0.0195,0.0,0.0554,0.348
341,Ahora Te Puedes Marchar,Luis Miguel,Pop,2023,0.78,0.877,0.909,133.263,0.148,2.36e-06,0.0627,0.0427
342,La Incondicional,Luis Miguel,Rock,2023,0.374,0.727,0.283,155.127,0.237,0.0,0.134,0.0309
343,Hasta Que Me Olvides,Luis Miguel,R&B,2023,0.641,0.593,0.437,119.828,0.46,0.0,0.169,0.0264
344,La Media Vuelta,Luis Miguel,R&B,2023,0.631,0.683,0.708,97.959,0.291,0.0,0.0994,0.0344
345,Culpable O No - Miénteme Como Siempre,Luis Miguel,Pop,2023,0.54,0.367,0.252,70.276,0.0367,0.0,0.0433,0.0277
346,Por Debajo De La Mesa,Luis Miguel,Pop,2023,0.401,0.499,0.262,144.276,0.217,0.0,0.149,0.0272
347,Tengo Todo Excepto a Ti,Luis Miguel,R&B,2023,0.542,0.665,0.417,147.977,0.522,0.0,0.177,0.0297
348,No Sé Tú,Luis Miguel,Folk,2023,0.389,0.443,0.0888,76.54,0.571,0.00178,0.114,0.0304
349,La bikina - En vivo,Luis Miguel,Rock,2023,0.389,0.71,0.666,160.397,0.161,0.0,0.918,0.0351
350,Sabor a Mi,Luis Miguel,R&B,2023,0.663,0.579,0.48,89.929,0.645,0.0,0.189,0.0269
351,CUFF IT,Beyoncé,Pop,2023,0.78,0.689,0.642,115.042,0.0368,9.69e-06,0.0698,0.141
352,Crazy In Love (feat. Jay-Z),Beyoncé,Hip-Hop,2023,0.646,0.77,0.681,99.165,0.00249,0.0,0.0715,0.226
353,ALIEN SUPERSTAR,Beyoncé,Pop,2023,0.545,0.641,0.464,121.892,0.00453,6.59e-05,0.171,0.0998
354,BREAK MY SOUL,Beyoncé,Pop,2023,0.693,0.887,0.864,114.942,0.0581,2.71e-06,0.27,0.0795
355,Halo,Beyoncé,Rock,2023,0.508,0.72,0.472,79.983,0.272,0.0,0.0563,0.0628
356,Love On Top,Beyoncé,Pop,2023,0.652,0.749,0.651,94.103,0.0848,0.0,0.604,0.0886
357,ENERGY (feat. Beam),Beyoncé,Hip-Hop,2023,0.903,0.519,0.587,114.991,0.281,0.000106,0.155,0.26
358,Perfect Duet (Ed Sheeran & Beyoncé),Beyoncé,R&B,2023,0.587,0.299,0.356,94.992,0.779,0.0,0.123,0.0263
359,Drunk in Love (feat. Jay-Z),Beyoncé,Pop,2023,0.583,0.621,0.399,140.036,0.00972,0.00106,0.181,0.0479
360,Run the World (Girls),Beyoncé,Pop,2023,0.732,0.899,0.759,127.091,0.00496,4.64e-05,0.372,0.143
361,ULALA (OOH LA LA),Daddy Yankee,Pop,2023,0.872,0.681,0.481,96.986,0.0462,1.38e-05,0.129,0.11
362,La Santa,Daddy Yankee,Pop,2023,0.744,0.868,0.586,93.037,0.0326,0.0,0.0822,0.047
363,Gasolina,Daddy Yankee,Pop,2023,0.852,0.797,0.741,96.008,0.322,2.69e-06,0.0845,0.0614
364,X ÚLTIMA VEZ,Daddy Yankee,Pop,2023,0.812,0.855,0.573,90.04,0.0789,0.000167,0.108,0.0554
365,"Lo Que Pasó, Pasó",Daddy Yankee,Pop,2023,0.819,0.741,0.84,97.014,0.104,0.0,0.283,0.0412
366,Despacito,Daddy Yankee,Hip-Hop,2023,0.655,0.797,0.839,177.928,0.198,0.0,0.067,0.153
367,Con Calma,Daddy Yankee,Pop,2023,0.737,0.86,0.656,93.989,0.11,1.94e-06,0.0574,0.0593
368,Tu Príncipe,Daddy Yankee,Pop,2023,0.77,0.804,0.568,94.017,0.16,1e-05,0.193,0.0623
369,Llamado de Emergencia,Daddy Yankee,Pop,2023,0.703,0.909,0.777,97.982,0.216,1.57e-06,0.162,0.0358
370,Ella Me Levanto,Daddy Yankee,Pop,2023,0.76,0.9,0.761,100.046,0.0715,0.0,0.221,0.0668
371,Used (feat. Don Toliver),Don Toliver,R&B,2023,0.733,0.685,0.837,150.073,0.363,0.000238,0.333,0.0533
372,No Idea,Don Toliver,R&B,2023,0.652,0.631,0.35,127.998,0.524,0.000579,0.165,0.0893
373,After Party,Don Toliver,Electronic,2023,0.629,0.692,0.453,162.948,0.00981,0.331,0.603,0.0376
374,"Lemonade (feat. Gunna, Don Toliver & NAV)",Don Toliver,R&B,2023,0.8,0.658,0.462,140.042,0.25,0.0,0.111,0.079
375,Do It Right,Don Toliver,Hip-Hop,2023,0.662,0.515,0.386,69.808,0.458,0.0,0.163,0.199
376,Cardigan,Don Toliver,R&B,2023,0.747,0.497,0.0663,142.046,0.248,0.0,0.138,0.0401
377,Honest (feat. Don Toliver),Don Toliver,Pop,2023,0.81,0.655,0.809,150.002,0.127,8.16e-05,0.105,0.0698
378,Mystery Lady,Don Toliver,R&B,2023,0.747,0.494,0.624,76.006,0.393,0.0,0.0982,0.141
379,Drugs N Hella Melodies (feat. Kali Uchis),Don Toliver,Rock,2023,0.56,0.707,0.341,147.0,0.264,0.000268,0.108,0.07
380,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),Don Toliver,Pop,2023,0.594,0.679,0.66,106.726,0.484,7.83e-06,0.114,0.345
381,La Mitad,Camilo,R&B,2023,0.724,0.443,0.763,97.194,0.73,0.0,0.101,0.0329
382,KESI - Remix,Camilo,Pop,2023,0.871,0.815,0.823,122.959,0.127,6.18e-06,0.094,0.0477
383,Desconocidos,Camilo,Hip-Hop,2023,0.719,0.753,0.675,174.107,0.118,4.21e-06,0.212,0.179
384,Aeropuerto,Camilo,Hip-Hop,2023,0.69,0.58,0.708,197.635,0.0328,0.0,0.328,0.199
385,Índigo,Camilo,Pop,2023,0.754,0.778,0.916,128.925,0.00948,1.61e-05,0.131,0.0335
386,Si Me Dices Que Sí,Camilo,Pop,2023,0.578,0.634,0.216,183.89,0.00473,0.0,0.132,0.333
387,El Mismo Aire - con Pablo Alborán,Camilo,Folk,2023,0.483,0.492,0.66,144.511,0.603,0.0,0.323,0.295
388,Bebiendo Sola,Camilo,Pop,2023,0.589,0.642,0.691,78.791,0.176,0.0,0.119,0.279
389,Color Esperanza 2020,Camilo,Rock,2023,0.591,0.785,0.785,106.002,0.161,0.0,0.126,0.161
390,Tattoo - Remix with Camilo,Camilo,Hip-Hop,2023,0.721,0.637,0.691,193.922,0.0406,0.0,0.0525,0.286
391,Hold Me Closer,Britney Spears,Pop,2023,0.658,0.783,0.491,126.027,0.0798,0.00018,0.187,0.113
392,Toxic,Britney Spears,Pop,2023,0.774,0.838,0.924,143.04,0.0249,0.025,0.242,0.114
393,Gimme More,Britney Spears,Pop,2023,0.788,0.844,0.382,113.324,0.25,0.000678,0.0723,0.0334
394,...Baby One More Time,Britney Spears,R&B,2023,0.759,0.699,0.907,92.96,0.202,0.000131,0.443,0.0307
395,Oops!...I Did It Again,Britney Spears,Pop,2023,0.751,0.834,0.894,95.053,0.3,1.77e-05,0.355,0.0437
396,My Only Wish (This Year),Britney Spears,Pop,2023,0.669,0.843,0.702,147.08,0.169,0.0,0.195,0.0268
397,Womanizer,Britney Spears,Latin,2023,0.724,0.695,0.235,139.0,0.073,0.0,0.0889,0.0622
398,Circus,Britney Spears,Pop,2023,0.791,0.733,0.761,114.98,0.147,0.000381,0.0713,0.052
399,Criminal,Britney Spears,Pop,2023,0.696,0.734,0.711,107.987,0.0485,0.0,0.183,0.0298
400,If U Seek Amy,Britney Spears,Pop,2023,0.717,0.587,0.544,129.954,0.0192,0.0,0.0523,0.0339
401,Pepas,Farruko,Pop,2023,0.762,0.766,0.442,130.001,0.00776,6.98e-05,0.128,0.0343
402,Diles,Farruko,Pop,2023,0.813,0.56,0.287,118.033,0.108,0.0,0.268,0.0618
403,Si Se Da - Remix,Farruko,Hip-Hop,2023,0.817,0.672,0.774,93.999,0.441,0.0,0.13,0.299
404,Fantasias,Farruko,Pop,2023,0.879,0.703,0.788,94.004,0.143,0.0,0.0569,0.0701
405,Calma - Remix,Farruko,Pop,2023,0.826,0.764,0.761,126.9,0.337,0.0,0.161,0.0522
406,On My Way,Farruko,Pop,2023,0.522,0.697,0.235,169.775,0.0291,0.0,0.319,0.103
407,Si Me Dices Que Sí,Farruko,Pop,2023,0.578,0.634,0.216,183.89,0.00473,0.0,0.132,0.333
408,Passion Whine,Farruko,R&B,2023,0.756,0.689,0.782,162.006,0.327,0.0,0.0586,0.0648
409,Color Esperanza 2020,Farruko,Rock,2023,0.591,0.785,0.785,106.002,0.161,0.0,0.126,0.161
410,Patio de la Cárcel - Tangos,Farruko,Hip-Hop,2023,0.788,0.814,0.665,97.982,0.562,0.0,0.208,0.217
411,Besos Moja2,Wisin & Yandel,Pop,2023,0.736,0.727,0.644,94.048,0.0584,1.91e-06,0.0976,0.0571
412,Mayor Que Usted,Wisin & Yandel,Pop,2023,0.625,0.839,0.771,184.08,0.00762,2.35e-05,0.464,0.0927
413,Vapor,Wisin & Yandel,Pop,2023,0.803,0.779,0.317,94.009,0.066,2.23e-05,0.111,0.0694
414,Si Te Pillo,Wisin & Yandel,Pop,2023,0.687,0.781,0.655,180.1,0.166,4.32e-06,0.255,0.0944
415,Noche De Entierro,Wisin & Yandel,Hip-Hop,2023,0.868,0.764,0.397,96.994,0.119,0.00143,0.0918,0.167
416,Algo Me Gusta De Ti,Wisin & Yandel,Pop,2023,0.627,0.768,0.237,127.953,0.00291,0.0,0.0598,0.0325
417,Noche De Sexo,Wisin & Yandel,Hip-Hop,2023,0.686,0.722,0.515,94.006,0.108,0.0,0.494,0.256
418,Sexy Movimiento,Wisin & Yandel,Pop,2023,0.815,0.757,0.734,104.986,0.382,3.28e-06,0.147,0.039
419,Si Supieras,Wisin & Yandel,Pop,2023,0.691,0.894,0.623,184.019,0.291,0.0,0.104,0.115
420,"All I Want - From ""High School Musical: The Musical: The Series""",Disney,Pop,2023,0.376,0.43,0.129,77.599,0.0902,0.0,0.0912,0.0328
421,I'll Make a Man Out of You,Disney,Pop,2023,0.672,0.322,0.496,113.852,0.144,2.96e-05,0.074,0.0339
422,Part of Your World,Disney,Folk,2023,0.274,0.144,0.302,61.551,0.92,0.000388,0.29,0.0482
423,If Only,Disney,Pop,2023,0.477,0.6,0.29,152.062,0.271,0.0,0.112,0.0324
424,Under the Sea,Disney,Folk,2023,0.511,0.475,0.819,98.957,0.708,0.0,0.105,0.161
425,Zero To Hero,Disney,Pop,2023,0.474,0.82,0.697,164.718,0.493,0.0,0.0978,0.243
426,I Won't Say (I'm In Love),Disney,R&B,2023,0.684,0.481,0.48,121.208,0.228,0.0,0.157,0.0391
427,A Whole New World - Remastered 2022,Disney,Folk,2023,0.273,0.227,0.142,129.272,0.848,2.31e-06,0.102,0.0351
428,Be Our Guest,Disney,Folk,2023,0.435,0.391,0.583,73.531,0.814,0.0,0.0885,0.162
429,Gotta Go My Own Way,Disney,Pop,2023,0.555,0.692,0.313,88.995,0.0864,3.25e-05,0.232,0.0277
430,Under The Influence,Chris Brown,Pop,2023,0.733,0.69,0.31,116.992,0.0635,1.18e-06,0.105,0.0427
431,Superhero (Heroes & Villains) [with Future & Chris Brown],Chris Brown,Pop,2023,0.526,0.606,0.492,116.622,0.152,2.36e-06,0.194,0.259
432,No Guidance (feat. Drake),Chris Brown,Hip-Hop,2023,0.696,0.454,0.136,92.928,0.123,0.0,0.155,0.153
433,Nostálgico,Chris Brown,Pop,2023,0.734,0.846,0.604,98.026,0.166,1.74e-06,0.235,0.0489
434,Go Crazy,Chris Brown,R&B,2023,0.755,0.578,0.581,94.148,0.316,0.0,0.25,0.145
435,Forever,Chris Brown,Pop,2023,0.672,0.82,0.438,120.005,0.0368,0.000188,0.184,0.0459
436,Wet The Bed (feat. Ludacris),Chris Brown,Pop,2023,0.58,0.66,0.411,123.801,0.0166,0.0,0.174,0.0429
437,Under The Influence (Body Language),Chris Brown,Pop,2023,0.62,0.62,0.459,144.835,0.0388,0.000213,0.129,0.0375
438,Monalisa,Chris Brown,Pop,2023,0.828,0.726,0.67,113.017,0.106,0.00101,0.103,0.0419
439,With You,Chris Brown,Pop,2023,0.662,0.693,0.655,86.009,0.134,0.0,0.145,0.0698
440,The Color Violet,Tory Lanez,Pop,2023,0.645,0.534,0.463,105.02,0.157,0.0,0.0863,0.0479
441,Lavender Sunflower,Tory Lanez,Pop,2023,0.607,0.735,0.964,88.894,0.253,0.0,0.11,0.095
442,Say It,Tory Lanez,Pop,2023,0.546,0.529,0.247,107.331,0.0862,6.5e-06,0.124,0.0583
443,Broke In A Minute,Tory Lanez,Pop,2023,0.929,0.7,0.802,120.009,0.144,0.0,0.349,0.0906
444,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Tory Lanez,Hip-Hop,2023,0.904,0.723,0.835,145.013,0.0631,0.0,0.185,0.26
